"message";"is_toxic"
"actually, nothing. presentationdispatcher is supposed to do the right thing by calling setcontroller immediately after connecting to presentationservice, but anything could happen for a misbehaving renderer.";"0"
"nope. just a boneheaded mistake, just like missing the !sendto right above it...";"1"
"please use $ target_out_intermediates and $ $ target_2nd_arch_var_prefix target_out_intermediates , to take care of both obj and obj_arm in case of multilib bulid.";"0"
"what the heck does that mean";"1"
"if you are going to put author and date why not use the javadocs i think the styleguide says you can leave them out if you want.";"0"
"i heard about that - apparently it may create a black hole that consumes your children.";"1"
"i should remove myfidelitywarnings from this line";"0"
"make sure this module is invoked as the main program: if __name__ == '__main__': parseedid";"0"
"the next cl is uploaded already and untangling two of these is probably not worth the time it takes in git. if you prefer, i can squash both of these cls together.";"0"
"this will be 0, so this is a useless printout.";"0"
"yeah. it is kinda crappythough. i'd rather not split this line.";"1"
"please do not use cfgclient. i'd like to kill it. please use lower-level instead";"0"
"seems, cleanup_network_group method should be removed.";"0"
"compile the boot image with and without, and dump the init-failures. --dump-init-failures=x.log . compare, and if necessary, open a bug. do not leave a todo here.";"0"
"correct. the consent is for make model information about a token, not for individually-identifiable information. the only way to get the underlying attestation will be to list the rp id in the enterprise policy, because that enables the individual attestation bit in the register request and permits individual attestation generally.";"0"
"it is better to check the existence of $toolchain_src_dir first.";"0"
"no. damnit! ; okay, so we are really close now. the only thing i do not like is that we have both rk_clrsetbits and rk_setmsk which do the same thing. we should have only one of the two. please just: 1. remove rk_clrsetbits and change everything that uses it to rk_setmsk 2. change to #define rk_setbits val rk_setmsk val, val 3. change to #define rk_clrbits val rk_setmsk 0, val then we will be fine! alternatively you could remove rk_setmsk and replace it with rk_clrsetbits . one or the other, i am fine with either. just not both at the same time.";"1"
"i think you need hit_test_region_ = *state_.input_region;";"0"
"i guess this is supposed to list the original commits that are being squashed here, butitdoes not seem to be a valid git command.";"0"
"is this ""!= 0"" a mistake or am i too stupid to understand some clever trick here seems to me you meant: if retry is none or attempt == retry: if so, sounds like tests need improvement";"0"
"nullptr /* iter */";"0"
"better to remove previous_status with empty supportstatus object.";"0"
"tar_mock = self.patchobject. etc etc";"0"
"this is something to do with detecting when kati needs to regenerate, telling it to ignore dirty files anywhere under $out_dir. it should not be affected by this patch, these are output files from kati not input files, so it will not check if they are dirty.";"0"
"is this actually what we want, or do we just want raw /proc/pid/maps output bdc cferris";"0"
"use **extra_spec.";"0"
"is bash specific. try to not use it when your shebang is #!/bin/sh in chrome os.";"0"
"argh, brain fart from a previous version of the patch :";"1"
"please add a slash to both places, the redirect as you do it without slashes will not work at all.";"0"
"i truly apologize for my sloppiness on this one, should have taken care of this.";"0"
"looks like another case where my scalpel slipped when operating on the offset tests. i'll fix.";"0"
"please do not use addcleanup with mocks, set mocks either via decorators better or via context managers";"0"
"would a signal between movlpd and fldl destroy the value on the stack";"0"
"can you add a space after afe here to fix the alignment this has been bothering me for a while, but a one character commit seemed silly.";"0"
"sh -> handle no super-short unxhkr varnames.";"0"
"the lack of a white space here ""{ byte "" is the only thing about this change that annoys me. i'll try to tweak the style rules to fix this. if i do not succeed, i'll submititanyway. btw. are you sure no one's submitting code to this project in branches that automerge *into* master there'll be hellto pay for in merge conflicts if that is the case.";"1"
"dead cpde";"0"
"damnyou copy/paste!:- changed, thanks.";"1"
"interesting. this looks like a dirty hack, is there a way to fix this in a more proper way";"1"
"> and the admin could passauth but be passing a garbage project id - that is the thing we need to validate. you suggest to create another user that would authenticate at keystone using username and password trip 1 , validate the project id trip 2 . i suggest to take user's token and using it validate the project id at keystone 1 . that is one less trip to keystone, one less credential to manage, one less thing to change in keystone.";"0"
"i do not know, it is probably ok the way it is as these execute during initialization and currently we log an error message, clean up, and exit the daemon when we hit these errors, which is fine by me. unless you feel strongly about this i will not change it.";"0"
"wtoken.startingdata == null";"0"
"we should cache this somewhere. otherwise it gets converted from std::string on each call.";"0"
"i am not sure if writing to the padded area is important for this test the name and comments sort of imply it is , but you could use info.getsafesize krowbytes here minimize the change, no";"0"
"again, this library stuff is not bad but is not great. i want crinkle to get input. i am okay with it, but i'd prefer not to extend the beaker/beaker-rspec dsl with our own crap";"1"
"hostvars inventory_hostname 'ansible_kernel' seems to work";"0"
"you already have a vold.fstab in the device git #41362 .";"0"
"oops, it was a stupid mistake";"0"
"heh. even crappyold apis look better with lambdas!";"1"
"yuckthat is copy-paste from the verifier, which means i need to clean up there first...";"1"
"fk to which table i've looked and do not see a table for this.";"0"
"and here: with tf.extractfile ... as f:";"0"
"use uma_histogram_boolean instead of uma_histogram_enumeration.";"0"
"maybe make this number a function parameter as well i am guessing this like n_tries or n_seeds or something.";"0"
"jvm details ignoramus here: is it a commonly known thing that $values of an enum is equivalent to its values method";"0"
"you removed the important warning that this is a hack and not a proper solution";"0"
"leaving alone for now since it does not make much sense to propagate such a tristate up to the superclass";"0"
"wrong logic, messed up by trying to put clienthaslogcredentials last, or trying to do pre-check of local copies of uid. here is accurate, but does not place clienthaslogcredentials last: if header->id == log_id_security cred->uid != aid_system cred->uid != aid_root !clienthaslogcredentials cli !__android_log_security { here is kiss accurate dropping pre-check: if header->id == log_id_security !__android_log_security !clienthaslogcredentials cli {";"0"
"scopedutfchars will already have thrown an appropriate exception, so you should probably just remove l454-455.";"0"
"having code after assert false is nonsensical, as it apparently must be dead code. this is presumably just worth a sal_info or a sal_warn to keep consistent with the rest of the code, see above .";"0"
"ec_timeout_usec = old_timeout;";"0"
"should we still log a meaningful message if the cluster was not found, instead of having an attributeerror";"0"
"i thought there was already a patch with a 'get document from search' but i can not find it. in any case, i'd be fine with generalising this and moving it into helpers, although i would prefer to file a bp with neutron to ask that the sec group id be included in rule delete notifications because that would be infinitely preferable.";"0"
"this looks like a very ugly hack which is also very fragile, are there absolutely no other way to do this check";"0"
"config_nic3com should be config_nic3com";"0"
"this logic seems odd - the only way to reach here seems to be if self.stack_domain is unsetithink you are missing a self.stack_domain = cfg.conf.stack_user_domain in the else case above.";"0"
"when dealing with libnl, event subscriptions went to the bit bucket when wifi was down. things may have changed since i dumped it but i am assuming that the limitation was in the driver -- kind of stupid of libnl if it is not. from offline discussions, i've moved the subscription to wifi.cc and removed wifistate.";"0"
"make this static i am guessing you did not kill the prev/next fields of fdevent because fdevent.h is also used by sysdeps_win32.cpp which still uses the fields";"0"
"there is no bitcode generation at all unless the dummy function is present.";"0"
"should not this be ldr w1, sp... to avoid loading the 4 bytes above and corrupting the method parameter";"0"
"instead of the export, can we just do a return. also probably be good citizen and set apache_version to local so we do not pollute the namespace.";"0"
"it have sense. but in this case we move knowledge about ""primary-"" prefix outside of ""objects"" package. as for me - it is bad. we work with stupid objects and track all keys in all intermediate dicts is very difficult. especially if they change to such objects smudged across all code.";"0"
"i mean.. 4 billion doomed files with the same hash is ridiculous. but if we are seriously worried aboutitwe could use an int64 instead and not worry about overflow. that would use less memory and be faster than a guid.";"0"
"cell_attributes=tooltip_dict.get would be sufficient, you do not need the get_help_text function";"0"
"iiuc you are deliberately storing a raw zx_handle_t rather than e.g. a zx::unowned_log or unowned_handle, because that makes it more obvious that this handle is no longer valid, once we've returned it from passhandles";"0"
"ps: i have used these kinds of sleeps when there is nothing to check, butthey are painful, and should be way longer than your testing shows is needed in case of heavy system load. in particular, on a vm on a builder, the load is stupid high, and kernel background threads may not run for 30 minutes or more.";"1"
"// blocked without sniffing. maybe maybe reorder";"0"
"i inlined checkdecodeaccelused and checkdecodeaccelerror.";"0"
"wtfis the reason for that preexisting nonsense";"1"
"please ignore this comment. i am stoopid.";"0"
"even though i am a moronand forgot that the main purpose of this is to handle private key loss, i think it actually still makes sense to run the mitigator in the case of public key loss as well. the code is already set up to deal with re-writing the policy blob, and the public half of the key pair is pushed to disk and everything. we can just have the other code, that would start new key generation to not run in the case that mitigation is happening -- which is easy to detect given a pointer to the mitigator.";"1"
"this is wtfgenerating temporary classfor storing some values. what about using dict";"1"
"delete this guy. if the upload hook complains about revbumps, use --no-verify.";"0"
"... from puppet-ceph-devel :p";"0"
"this might be a dumb question, but should not there be a check for physical_network to be in self.flat_networks";"0"
"done. easiest way to implement changed the precendence: when something is both white- and blacklisted it is whitelisted.";"0"
"use 'die'";"0"
"nit: typedef browserwithtestwindowtest showfeedbackpagetest;";"0"
"please leave that cl as-is. reverting isolated lines would be insanely frustrating for you.";"1"
"please can you document these new members with a comment above the struct /** * struct exynos_dvfs_info - ingo about exynos dynamic voltage/frequency scaling * * boot_freq: blah blah ...";"0"
"is this accurate surely the battery is still discharging in this case more generally i do not see how the charge system state relates to the suspend state.";"0"
"i think it will be better to put this block after instance.destroy .";"0"
"os-brick/encryptors use castellan. and this bp will call the library os-brick/encryptors.";"0"
"ugh, those tabs look ugly here.";"1"
"private with a getter and setter that sets the dirty bit.";"0"
"this must only be executed if mnsubtotalflags are not set, else the branch below with the iterator is to be taken.";"0"
"dirty all the things!";"1"
"i like the idea of truncating. lines 66, 67 should be removed.";"0"
"style nititshould be empty_issuers or empty_x509certificate_array.";"0"
"i do not understand this. why is the inner vector of wtfvector<wtfvector<t>> traceable";"0"
"you did not add here large docstring about what the hellis this and how to use it";"1"
"it does look like this has been some activity around -t lately so we'll likely be able to put an upper bound on this sooner or later. given that, my inclination would be to keep the current interface -- i.e., not split listthreadsforprocess back out -- and do the piped shellcommand + regex logic to avoid pulling 100kb. it'd likely be best to pull that logic into a separate helper function _getpsoutputforo just to keep the rest of getpsoutput readable. i do think that this is something that devil should know how to do as opposed to telemetry. i strongly prefer that we have devil handle android version-specific quirks.";"0"
"gentoo's python framework likes to use crapwrappers. it might be possible to make it work, but i do not know. i'd have to ask.";"1"
"ok, chatted in irc - this is desired, we want to kill the loop when you change the page.";"0"
"odfexport is a superset of odfimport, so i would suggest not touching odfimport here, and move all the test code to odfexport. the only difference between the two suites is that import does import only, while export does import-export-import, as described in sw/qa/extras/readme";"0"
"crapwell, at least we do not have a c++17 compiler yet. :";"1"
"tenant *groans* name if project you luddite";"1"
"there are a bunch that do foo* bar including new code you added , but you are right our consistency in this project sucksso you are not making it worse :";"1"
"$noinline$getsubclass";"0"
"remove _ from here and target_path_ below.";"0"
"this is all obsolete and i'll remove it on master...";"0"
"style nit local vars shoudn't be in all caps start_esp, num_esp_sectors";"0"
"this case can certainly happen. if it is an abstract classinterface that have static fields, loaded but not linked yet. and gc happens. however in that case, all static fields should just be null. so i guess it is a not real crash in production. butitis better to get rid of the assertion error and skip some useless visits anyway.";"0"
"please, add newline after colon.";"0"
"should we just remove these two sections";"0"
"the daemon should be responsible for exiting itself when the device goes away. if you really need to rely on a signal, then do it via a more reliable route like dbus or a named socket. there is no guarantee that the pid stored in this file matches the daemon and you are not just randomly killing another process in the system. you also need to consider the scenario that more than one usb device w/this vid/pid combo are plugged removed.";"0"
"fwiw, all these elses should be removed.";"0"
"this is the _only_ error worth tracking, all others mean dysfunctional logd. if anything else happens, you are not getting through.";"0"
"why the helldoes it extend jbutton";"1"
"please do not add more of those *_base typedefs; they were a hack to work around broken old msvc versions that wouldn't allow the derived classto refer to that base classby it is injected-classname, ""implinheritancehelper"" , but such hacks should no longer be necessary";"0"
"i believe this god added by mistake.";"0"
"zull=zuul";"0"
"3.7.1 appears to do less dumb things here; maybe that should be the base for this debate";"0"
"this is your pep8 failure.";"0"
"we will refine to clean int_cond and int_type at end of wait_event_interruptible_timeout";"0"
"i am pretty sure you should use _ instead of - in function names i think dashes are a bashism";"0"
"void __iomem *virt_addr;";"0"
"this should return std::unique_ptr";"0"
"add a todo to use enableif to only conditionally enable enums where there exists an actual implementation.";"0"
"putting it into dumpstate.c or init.rc would defeat the purpose of the change, which is to allow the application caller of dumpstate or bugreport to choose whether the vibrator runs or not. per dianne's suggestion, this will go away in favor of a ""disable vibrator"" option that this code will not need to utilize.";"0"
"well, ""pointless"" is a bit strong a word. i'd rather have a log message saying ""unable to create connection object"" than a segfault at address 0xblah...";"0"
"oh, this was just a hack since i haven't written a spi gpt yet.";"0"
"this should be pimp = pcjkoptions.lock if !pimp { pimp.reset new svtcjkoptions_impl ; pcjkoptions = pimp; }";"0"
"consider using std::string* out that you only overwrite if getstring is successful see below .";"0"
"""no"" vars are generally bad. i'd suggest instead doing: newline=true";"0"
"this file is included in a project that does not support c++11, so the whole file must use null instead of nullptr.";"0"
"because all jaycepackageloader are not created from the vdir of library, it is the case for sub package for instance.";"0"
"this returns a bufferedimage, if we store it as bufferedimage we can remove the ugly nulls from the getwidth and getheight calls.";"0"
"in principle yes, butthis is done by another clang-tidy check we might want to run soon as well: this check just does the dumb s/iterator/auto/g replacement.";"0"
"nit: non-nullable, ie !oobetypes.languagedsc";"0"
"i think that'll just turn something horrible into something horrible and hard to read.";"1"
"seems that this should be in a utility for removing a child block.";"0"
"this check for becoming negative seems strange. what if we start with 100 controllees when this object is created. then when one is removed, we still have 99 left. we still try to establish a connection here";"0"
"nit: invalidtexturetarget, to mirror your other objects";"0"
"here ""admin_state_up"": false, is it .";"0"
"download_manager_delegate_ = nullptr;";"0"
"done. i had included it so that more of the autotest_lib.client.common_lib.cros.pinweaver_client would be tested prior to landing the follow up cl, but i will remove it now that the other cl is uploaded even though it is wip.";"0"
"well, you may need to tune the tests. admittedly tests for ""git_cl"" suck but at least you can manually run them with just python tests/git_cl_tests.py";"1"
"sneaky. stupid bytearrayoutputstream. it might be less surprising if you just change the fields of interest to be public + hide";"1"
"you should just use a constant instead of math.pow!";"0"
"s/or or/or/ damn";"1"
"inline ifdefs are very ugly. instead, have a dummy function in the header that returns 0 and is a no-op if no ""#ifdef config_qpu_quiet_stats"". the compiler will optimize away the ""goto"" in this case and should even optimize away the extra cpuquiet_unregister_devices ; call... similar for other uses of the stats ifdef...";"1"
"i'd opt for making entry: struct entry { union { ... } value; basetype type; } and then killing mtypes.";"0"
"useless, so remove it.";"0"
"damncheck should be: is self.args.url and self.is_bundle: will fix.";"1"
"can we modify the generating script at 1 to not use a new year when it is executes and use a hardcoded year instead this creates unnecessary diffs. or alternatively, let us reproduce.sh once on a precursor cl, to make it easier to discern the changes that happen because of the iron-form-element removal. 1";"0"
"i realize you may have no idea, but... why afaict, the dbus_use_sync stuff should work fine on android. and if you wanted to get fancy, we have <stdatomic.h> which is more portable and what the android-specific crapgot reimplemented in terms of anyway, so you could cut out a middleman. butithink the dbus_use_sync stuff should be fine";"1"
"yeah, people canalso download it or build the rom on their on for other distros, see the note below";"0"
"i think this classhould be extending loggedasyncextensionfunction similar to filemanagerprivatemountcrostinicontainerfunction just above.";"0"
"as you point out, i am being overly anal feel free to disregard.";"1"
"is it really useful since we have isinvalid i suggest only keep isvalid and remove isinvalid.";"0"
"nit: add a simple constructor so it is not possible to create one of these with garbage in the 'type' member";"0"
"for the illegal ""invariant gl_position"" in main function, checkisatgloballevel detects a compilation error, butthe compilation is not terminated right away. so addinvariantvarying will be called to add a non-global invariant varying. see, the compilation error is raised at the end of paparsestrings:";"0"
"i wonder why we leave in rc2. that should probably be removed.";"0"
"we should indent these out to make it easier to read.";"0"
"this version# is also annoying... perhaps get rid of the output and only list the parameters";"1"
"d'oh... in my head i was thinking ""it is best if this file remains correct"" butthen it does not make a difference whether or not icu is in the list of shared libraries. how stupid of me... i'll remove it.";"0"
"nit: loginbiguserview should only have one child. so we do not really need to get index and insert at the index. this could be simplified to: delete public_account_; public_account_ = nullptr; addchildview auth_user_ ;";"0"
"this promotes bad behavior of calling mocked objects during the test preparation or assertion, making it hard to use 'mock_clients.assert_called_once_with ' after this. tl;dr: mocks are for the tested code to call, not for the testitself.";"0"
"this calls looks to be used by different thread so is seems we have race conditions. i think need to add an mlock object to synchronize all the public methods.";"0"
"agree wholeheartedly with fungi";"0"
"both clang and gcc are pretty stupid about this warning. struct foo = {}; // emits warning eventually this will all be c++ and we'll just have real constructors, butthis will do for now.";"1"
"oh, annoying old gerrit version. the newer one would linkify tat guy to this change: 1 . * 1";"1"
"dead code, that probably needs a living counterpart :";"0"
"keep these three lines as all method below them are to be removed in 1.0";"0"
"system.shellexecute uses processutils.execute using subprocess.popen i want to complete this asynchronously";"0"
"what am i thinking! i can not be ptl and a lieutenantitwould upset the natural world order! shameful.";"1"
"these should be wrapped in doubleticks: ''build_dir'' and ''local_mirror''.";"0"
"yuk, this should have used std::auto_lock";"1"
"yay for proper inheritance like seeing this sort of crapget removed :";"1"
"the idea is to keep as much code executing all the time as possible. you are right that i could indent the entire block so it is under the ""if dedupe_queue"" at the top of this finally: block, but i was trying to avoid that.";"0"
"this.tabbar. use this one instead of cros.factory.tabbar.";"0"
"- device_classis a std::string. - will fix brace style.";"0"
"/** * param {!device.mojom.usbdevicemanagerproxy} usbmanager */";"0"
"argh, yeah, thanks for spotting this, i am an idiot. was having a hallucination that this is just the --bootstrap pathway, butitreally is not, so your comment applies for the changes below as well.";"0"
"bad indention.";"0"
"here and below, please use assertequal instead of asserttrue with ==.";"0"
"pmu_irq_handler calls pmu_get_ac in interrupt context, so you cannot do an i2c request here.";"0"
"okay, i'll remove them. since the original code has it, hesitated to remove it.";"0"
"it is crapwe know it is crapbut i'd rather fix it on another passit is too easy to clean things up and break the video, and there are other fish that need frying. butthat said, i still hate this giant struct mess, and if i change it, the giant struct is the first thing to go.";"1"
"oups, that is silly!: it used to be a more complex lambda that got simplified. thanks!";"0"
"drop the casting.";"0"
"done. all these functional programming skills, useless ;";"0"
"yuckc may be null here. the npe will be caught and logged, causing a double error message, the second of which is misleading. better to return null in the error case above.";"1"
"what this crap.!";"1"
"you seem to always cd into this dir in the src_* funcs. perhaps you'd be better off changing the value of s to like: s=""${workdir}/asan/clang_src""";"0"
"damnforgot aboutit";"1"
"you should resolve the errno. import errno # up top except socket.error as er: logging.error '......error %s', errno.errorcode er.errno";"0"
"no, i do not think that this is the case. 1 this is a .cc file and we set __brillo__ in libchrome's android.mk. 1. we should probably consider defining __brillo__ system-wide, though. building libraries with one set of defines and then including their headers with another is generally an awful idea, and build/build_config.h currently checks for __brillo__ as described above. anyone who includes libchrome's headers without setting __brillo__ might have a bad time. i'd advocate for defining __brillo__ unconditionally in build/build_config.h to avoid this, except that'd break chrome os once it is building libchrome from the aosp repository... see also the disgusting hacks i added to base/ years ago to prevent ndebug mismatches baseinitloggingimpl_built_with_ndebug and baseinitloggingimpl_built_without_ndebug in logging.h , eventually resulting in the cros_debug eclassi think.";"0"
"it might be better to keep a metrics_ member and use it throughout. also, this onetimeinit is a bit ugly.";"1"
"has lint gone mad ""single-argument constructors should be marked explicit."" i am very explicitly constructing a copy here! and an explicit copy constructor would be useless.";"0"
"what i failed to mention previously: mixing in such pointless cosmetic changes is a poor waste of reviewers' time";"0"
"wow. dumb of me. i looked at the mutex for the above stuff and somehow assumed it was getting unlocked in the block above. :-/ yes, this makes a lot of sense then. if there is already an event in the fifo then it must be a wake event and we must be in the process of waking up so keeping the rest of the keys makes lots of sense. :";"0"
"argh... yeah, in that case we'd probably have to stuff the phys in the platdata, which is also pretty ugly... i'll look at this a little more and see if we can do anything better.";"1"
"please, no underscores on options, it is just fugly *and* confusing";"1"
"drop this -- the libchrome ebuild eclassit";"0"
"this is a raw string. so that really is { a, b, c, , ' }. i was disappointed with how readable this turned out, butitis even worse with regular strings.";"0"
"agreed this is kind of ugly";"1"
"please specify mock_nova_available.return_value in l65 instead of here eg: mock.patch ""%s.networks.network._nova_network_available"" % ctx, return_value=false";"0"
"not json you fool!' hahaha";"0"
"must be executed as root";"0"
"this todo, which says --whitelisted-extension-id will be deprecated, seems to be obsolete given your comments in do you think we can remove this as well";"0"
"it is gross. there is not a good way to communicate with the hdmi driver though.";"1"
"this should not be done in pre_test_hook because stack.sh hasn't been run yet. there is no stack user at this point in the devstack gate execution.";"0"
"we should kill the name blob... it is not descriptive.";"0"
"could you try to use ""wtfforward.h"" to avoid include ""wtfstring.h"" in header file";"0"
"hate to pisson your parade, butthis could do with a better commit message. ""tweak jit hotness threshold"" or similar might be better.";"1"
"for httperror, you may want to parsethe error code. it is quite common to get 500, 502, 503. those errors should be retried.";"0"
"yeah; forgot: those are auto generated, and thus idiot proof. --idiot";"1"
"you can, by calling daemon::shutdown . see for an example of this.";"0"
"remove them since they have been included in 'assistant_controller.h'";"0"
"nit: maybe we should dcheck options_.is_none first to clarify that this mist only be called once on an entry.";"0"
"nit: remove observers in opposite order of adding them";"0"
"sgtm - lgtm as-is, then. yay, lots of juicy tests to get working ;";"0"
"this oustringtoostring .. is all obsolete these days, just use > ... << amsg << ...";"0"
"why do not we put a comment next to the option in chromeos-install instead of leaving little bits of garbage lying around it would be better to tell someone the option still needs to be there and why than to leave clutter around to trick them into thinking it is still useful.";"0"
"darn. i have tested it, and there does not appear to be any way to get -xclang-only to accept a two-word option even connecting the two words with an '=' . i have written analternative fix.";"1"
"yeah, i was going to try to keep this in sysdeps_win32.cpp, but when i looked more closely i realized it was not just used for the _win32_lock, it is for *all* the adb mutexes. when we bump the minimum supported version to vista in a week or two, we should be able to fix libc++'s std::mutex and then just delete all this crapbut i agree this is probably the least worst choice in the meantime...";"1"
"there should probably be a logcat entry if the errno != enoent so filesystems problems can be spotted.";"0"
"couldn't you use this git clone above instead of the wget to get install_puppet.sh or are we relying on install_puppet.sh to install git";"0"
"will it just keep failing and eating users' quota if the next try does not wait for a certain period of time as indicated by retry_after field of overlimit";"0"
"should be a colon, not a period, before the exception message";"0"
"a dirty hack since that is how setup/ works have support programs in bin/ . but i agree this may be not a good idea.... let me fix it.";"0"
"that is not what this is for. wouldn'titbe simpler to browse the dir and dump its content to a zipoutputstream";"0"
"crap chr ord delimiter + 1 if not reverse else -1";"1"
"evil spaces must die.";"1"
"this is ugly, write this as a generator function for a in annotations: if a .. != c: continue bad = clfromblameurl ... if bad: yield bad";"1"
"idiot q - why so many ids";"1"
"you should use _le instead of _";"0"
"i can t click resolved 1 2 without saying anything. gerrit, you old rascal, you.";"1"
"this is pretty painful. a the poor developer needs to cross ref between two docs to accomplish a simple cidb change and that other doc is a bit long and rambling b it would be nice if we would automate the schema dump. maybe the dump can be created as a side effect of a test";"0"
"nothing. this was not actually the problem. the win32 wassrhines has a hack in llvm that uses win32 rather than _win32. one question is: ""should we fix that to _win32 and remove the hack in the build system "" but a deeper question is ""why did srhines need that llvm hack in the first place is it because we polluted his environment with _file_offset_bits=64 in which case, should we stop doing that and just add it explicitly to adb and fastboot "" plus: when will 32-bit windows die so we can get past all this crap";"1"
"so... now, we have device tree and generated c++ storing key value pairs. can we use one or the other if device tree is not up to the task, let us kill it now. if it is, use that here, instead, please.";"0"
"same as the other file, kill those with fire...";"0"
"whoops, i mean that shill compiles successfully in chrome os : i'll note that explicitly in the commit message. still a few more things to clear up with the android makefile, butthis removes a bunch of errors that were blocking me.";"0"
"sorry for my ignorance but how's bloading !bnoui equivalent to busesystemlock !isoolockfileused";"0"
"missing a format_arg= initialization";"0"
"let us split these into imported/not and tee/not. i would like to be able to tell if, for example, a key i imported landed in the tee, that gives some nice properties for all time after i import the key.";"0"
"you probably need to null out mysubstylesourceattribute here as well";"0"
"i do not agree with this change. i'd prefer to see more rather than less. does it really look so ugly alternative proposal: kill make these new sections top-level and kill the advanced_deployment level. it anyway does not make much sense to me as it is too wide.";"1"
"shrinktask.conventionmapping.mergedmanifest = { variantdata.manifestprocessortask.getmanifestoutputtask }";"0"
"you need an die here, and same on any other line that might fail";"0"
"typesig should be replace by a fqn that will be more user friendly";"0"
"propertyassignment and propertyassignmentnamecompareless are unused now and should be removed";"0"
"typo in mechanism...let us not give people an excuse to file silly typo fixes patches :";"0"
"artmethod* null <- sp to something like: stackreference null <- sp artmethod* null";"0"
"nit: consider putting this into its own variable, e.g. auth_prefs, for brevity.";"0"
"'git cl' does not work for cros. you want 'repo upload' instead.";"0"
"one speedup is to not perform the syscall call if sigmask is all off.";"0"
"self.client_plugin is ok.";"0"
"this i snot what i meant. i do not understand why you use classmember to store a state that is only used in a limited scope. you do not use headphone_ and microphone_ to persist the state read from the driver because it is already reflected by the connect_xxx_devices vectors so i donlt get the use of these members.";"0"
"is notitbluetooth_device::kerrorauthenticationcanceled here and the dbus_error for failed should be convertsmpairerrortodbuserror change.pairerr .";"0"
"fyi: after looking closer at these garbage metrics, i really want to remove them, but only after your change lands. here is a wip with more justification:";"0"
"new_count = atomic_inc_return ecm_tracker_udp_count ; debug_assert ... ; and then you do not need spinlock.";"0"
"please go through and remove all the trailing spaces.";"0"
"add ' die' here";"0"
"just field_index = intptrsub field_index, instance_size_in_words ;";"0"
"crapi should remove creating a directory.";"1"
"see it was a dumb question, cl description answered it! :";"0"
"i could putitinto low_energy_constants.h we can have something like a common_uuids.h later too.";"0"
"is calling this with the unspecified value valid i've just been doing cros_build_lib.die for failed required field checks if not.";"0"
"dri_format= __dri_image_format_argb8888;";"0"
"o_o";"0"
"we still use the primary color for the progress bar, although we retrieve it directly from the tab maybe we should not be";"0"
"your prefs never blow up w/o registering because runeviction seems to not be tested.";"0"
"this was a dumb way of poking for a process that is alive and kicking.";"0"
"uck.";"1"
"oh, damni meant prolog of course, prolog!";"1"
"after the 'while getopts ...' loop, you need this piece of boilerplate: shift $ optind - 1";"0"
"nit: should have a higher oom_score_adj to be killed earlier. do not forget the period.";"0"
"i am not sure that orginary enable/disable service functions work well with override_enabled_services. this solution should be fool-proof. if it turns out that we can leave these off and devstack-gate will still do the right thing i'll remove them. right now i am not convinced though. override_enabled_services seems to force devstack gate to use exactly this list.";"0"
"use sdkconstants.android_uri";"0"
"before the eval, do: set -f this will disable pathname expansion so that flags that include things like * or or will not accidentally get expanded";"0"
"i know that i mentioned this already, i'll just do it one more time, just in case. if you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those ugly hacky string_as_array calls as well. :";"1"
"extra space need to be removed.";"0"
"vs chokes on single parens because it can not differentiate from a function declaration damnyou, c++!";"1"
"are those logs temporary i see them in get_info too. i assume they should be killed.";"0"
"there is no need for conditional import here. subprocess should be monkey-patched by eventlet at this point.";"0"
"nope, this description confuses me. you should specify it in a bit another manner: * in 2.5.x version, default <user> and <db> are **devops** * in 2.9.x version, default <user> and <db> are **fuel_devops**";"0"
"hmmm... checkpatch is a nice aid to remind you of things you missed, but at the end of the day it is only a brainless perl script. in my opinion you should never be afraid to --no-verify if it tells you to do something stupid. i do not think the extra line adds anything here butitis no big deal either way.";"1"
"renderframehost* const render_frame_host_;";"0"
"buggeri missed one. pep8 should actually complain if there is an extra indent here. not sure why it is not.";"0"
"please remove all trailing whitespaces";"0"
"host should be dest -- it is easy to predict, so you do not need to use mock.any here.";"0"
"ideally we'd be able to let the label fill it is parent with maybe a tiny bit of padding between elements. i tested in spanish really quickly and on my nexus 5x the home button and share button text gets ellipsized. it'd be nice if we gave it a little bit more room... it seems like we should have the space. screenshot:";"0"
"throw invaliduserdataexception. checkstate should be used for programming error.";"0"
"nit: false /*is_scan_request*/";"0"
"kill extra blank line.";"0"
"this is misleading. the callback is invoked once all pending requests are complete i.e., the sender has no more requests . it is *not* called each time a pending request has been completed, only when *all* of them have been. please reword accordingly.";"0"
"this batching mechanism seems overly simplistic - besides the number of bytes a message can contain, they can only carry a limited number of handles currently 64, iirc, but i believe they plan to reduce that .";"0"
"do not do this! create a proxy-inl.h if necessary.";"0"
"since you are bringing up and single environment you will not have this situation. if the environment fails to come up you are screwedand need to abort.";"1"
"roughly; pre conversion of cros_build_lib to the logging module, default level was info. when i65a528924 landed, it switched the level to debug guessing mainly to keep the tests passing thus dumping a lot of noise into the logs. in ic28f1130e i restored it back to info via setting the levels via the wrapper, and having cbuildbot up it to debug if --debug is given. in the process, overlooked the landmine that these tests are dependent on default levels, resulting in it going 'boom' on my ass";"1"
"the dheck_lt is useless since code_offset > 0 always. instead of checking for code_offset != 0, it should be enough to have dcheck_le . same below.";"0"
"why did you change ipv6-icmp";"0"
